"date","botfam","industry","hosts","orgs"
2016-07-15,"ConfickerAB","Manufacturing",1368,83
2016-07-15,"ConfickerAB","Retail",963,37
2016-07-15,"Necurs","Education",63,30
2016-07-15,"Necurs","Finance",36,21
2016-07-15,"Necurs","Government/Politics",347,15
2016-07-15,"Necurs","Healthcare/Wellness",14,12
2016-07-15,"Necurs","Manufacturing",272,28
2016-07-15,"Necurs","Retail",114,7
2016-07-15,"Olmasco","Education",3,1
2016-07-15,"Olmasco","Healthcare/Wellness",1,1
2016-07-15,"Olmasco","Manufacturing",36,3
2016-07-15,"Olmasco","Retail",8,2
2016-07-15,"PushDo","Finance",21,1
2016-07-15,"PushDo","Government/Politics",4,3
2016-07-15,"PushDo","Manufacturing",332,9
2016-07-15,"PushDo","Retail",76,3
2016-07-15,"Ramnit","Education",94,49
2016-07-15,"Ramnit","Finance",24,13
2016-07-15,"Ramnit","Government/Politics",35,3
2016-07-15,"Ramnit","Healthcare/Wellness",5,5
2016-07-15,"Ramnit","Manufacturing",562,16
2016-07-15,"Ramnit","Retail",187,7
2016-07-15,"Sality","Education",78,29
2016-07-15,"Sality","Finance",79,21
2016-07-15,"Sality","Government/Politics",79,11
2016-07-15,"Sality","Healthcare/Wellness",4,3
2016-07-15,"Sality","Manufacturing",224,23
2016-07-15,"Sality","Retail",124,9
2016-07-15,"zeroaccess","Education",14,8
2016-07-15,"zeroaccess","Finance",5,3
2016-07-15,"zeroaccess","Government/Politics",4,1
2016-07-15,"zeroaccess","Healthcare/Wellness",3,2
2016-07-15,"zeroaccess","Manufacturing",26,6
2016-07-15,"zeroaccess","Retail",227,3
2016-07-15,"Zeus","Education",63,22
2016-07-15,"Zeus","Finance",13,12
2016-07-15,"Zeus","Government/Politics",29,6
2016-07-15,"Zeus","Healthcare/Wellness",4,4
2016-07-15,"Zeus","Manufacturing",39,10
2016-07-15,"Zeus","Retail",268,7
2016-07-15,"Zusy","Education",25,11
2016-07-15,"Zusy","Finance",38,6
2016-07-15,"Zusy","Government/Politics",3,3
2016-07-15,"Zusy","Healthcare/Wellness",5,3
2016-07-15,"Zusy","Manufacturing",31,3
2016-07-15,"Zusy","Retail",478,4
2016-07-16,"Bedep","Education",7,4
2016-07-16,"Bedep","Finance",187,5
2016-07-16,"Bedep","Government/Politics",4,4
2016-07-16,"Bedep","Healthcare/Wellness",1,1
2016-07-16,"Bedep","Manufacturing",23,7
2016-07-16,"Bedep","Retail",148,2
2016-07-16,"ConfickerAB","Education",380,70
2016-07-16,"ConfickerAB","Finance",223,41
2016-07-16,"ConfickerAB","Government/Politics",260,32
2016-07-16,"ConfickerAB","Healthcare/Wellness",289,93
2016-07-16,"ConfickerAB","Manufacturing",1211,62
2016-07-16,"ConfickerAB","Retail",806,33
2016-07-16,"Necurs","Education",33,21
2016-07-16,"Necurs","Finance",24,17
2016-07-16,"Necurs","Government/Politics",60,9
2016-07-16,"Necurs","Healthcare/Wellness",8,6
2016-07-16,"Necurs","Manufacturing",146,14
2016-07-16,"Necurs","Retail",41,6
2016-07-16,"Olmasco","Healthcare/Wellness",3,3
2016-07-16,"Olmasco","Manufacturing",2,1
2016-07-16,"PushDo","Finance",19,1
2016-07-16,"PushDo","Government/Politics",1,1
2016-07-16,"PushDo","Manufacturing",245,5
2016-07-16,"PushDo","Retail",110,2
2016-07-16,"Ramnit","Education",77,51
2016-07-16,"Ramnit","Finance",12,7
2016-07-16,"Ramnit","Government/Politics",24,2
2016-07-16,"Ramnit","Healthcare/Wellness",9,7
2016-07-16,"Ramnit","Manufacturing",582,11
2016-07-16,"Ramnit","Retail",172,9
2016-07-16,"Sality","Education",77,28
2016-07-16,"Sality","Finance",45,16
2016-07-16,"Sality","Government/Politics",42,5
2016-07-16,"Sality","Healthcare/Wellness",4,3
2016-07-16,"Sality","Manufacturing",207,22
2016-07-16,"Sality","Retail",132,9
2016-07-16,"zeroaccess","Education",12,7
2016-07-16,"zeroaccess","Finance",6,4
2016-07-16,"zeroaccess","Government/Politics",6,4
2016-07-16,"zeroaccess","Healthcare/Wellness",7,2
2016-07-16,"zeroaccess","Manufacturing",24,5
2016-07-16,"zeroaccess","Retail",231,3
2016-07-16,"Zeus","Education",40,15
2016-07-16,"Zeus","Finance",11,9
2016-07-16,"Zeus","Government/Politics",4,3
2016-07-16,"Zeus","Healthcare/Wellness",3,3
2016-07-16,"Zeus","Manufacturing",32,9
2016-07-16,"Zeus","Retail",139,5
2016-07-16,"Zusy","Education",25,8
2016-07-16,"Zusy","Finance",32,5
2016-07-16,"Zusy","Government/Politics",2,2
2016-07-16,"Zusy","Healthcare/Wellness",2,2
2016-07-16,"Zusy","Manufacturing",28,4
2016-07-16,"Zusy","Retail",406,3
2016-07-17,"Bedep","Education",4,2
2016-07-17,"Bedep","Finance",193,4
2016-07-17,"Bedep","Government/Politics",5,3
2016-07-17,"Bedep","Healthcare/Wellness",2,2
2016-07-17,"Bedep","Manufacturing",31,6
2016-07-17,"Bedep","Retail",108,6
2016-07-17,"ConfickerAB","Education",382,72
2016-07-17,"ConfickerAB","Finance",223,45
2016-07-17,"ConfickerAB","Government/Politics",240,32
2016-07-17,"ConfickerAB","Healthcare/Wellness",299,95
2016-07-17,"ConfickerAB","Manufacturing",1114,59
2016-07-17,"ConfickerAB","Retail",782,35
2016-07-17,"Necurs","Education",12,8
2016-07-17,"Necurs","Finance",3,3
2016-07-17,"Necurs","Government/Politics",102,4
2016-07-17,"Necurs","Healthcare/Wellness",3,3
2016-07-17,"Necurs","Manufacturing",26,4
2016-07-17,"Necurs","Retail",23,3
2016-07-17,"Olmasco","Healthcare/Wellness",3,1
2016-07-17,"Olmasco","Manufacturing",6,2
2016-07-17,"PushDo","Finance",23,1
2016-07-17,"PushDo","Government/Politics",1,1
2016-07-17,"PushDo","Manufacturing",294,2
2016-07-17,"PushDo","Retail",118,2
2016-07-17,"Ramnit","Education",81,44
2016-07-17,"Ramnit","Finance",17,11
2016-07-17,"Ramnit","Government/Politics",10,2
2016-07-17,"Ramnit","Healthcare/Wellness",3,3
2016-07-17,"Ramnit","Manufacturing",521,8
2016-07-17,"Ramnit","Retail",160,5
2016-07-17,"Sality","Education",65,28
2016-07-17,"Sality","Finance",34,12
2016-07-17,"Sality","Government/Politics",31,5
2016-07-17,"Sality","Healthcare/Wellness",2,2
2016-07-17,"Sality","Manufacturing",145,19
2016-07-17,"Sality","Retail",115,6
2016-07-17,"zeroaccess","Education",9,7
2016-07-17,"zeroaccess","Finance",6,4
2016-07-17,"zeroaccess","Government/Politics",3,3
2016-07-17,"zeroaccess","Healthcare/Wellness",5,3
2016-07-17,"zeroaccess","Manufacturing",27,6
2016-07-17,"zeroaccess","Retail",183,3
2016-07-17,"Zeus","Education",38,18
2016-07-17,"Zeus","Finance",6,5
2016-07-17,"Zeus","Government/Politics",1,1
2016-07-17,"Zeus","Healthcare/Wellness",4,4
2016-07-17,"Zeus","Manufacturing",33,8
2016-07-17,"Zeus","Retail",110,4
2016-07-17,"Zusy","Education",22,8
2016-07-17,"Zusy","Finance",11,3
2016-07-17,"Zusy","Government/Politics",3,2
2016-07-17,"Zusy","Healthcare/Wellness",3,2
2016-07-17,"Zusy","Manufacturing",11,1
2016-07-17,"Zusy","Retail",363,4
2016-07-18,"Bedep","Education",28,14
2016-07-18,"Bedep","Finance",200,6
2016-07-18,"Bedep","Government/Politics",16,8
2016-07-18,"Bedep","Healthcare/Wellness",7,4
2016-07-18,"Bedep","Manufacturing",23,7
2016-07-18,"Bedep","Retail",144,2
2016-07-18,"ConfickerAB","Education",531,86
2016-07-18,"ConfickerAB","Finance",259,54
2016-07-18,"ConfickerAB","Government/Politics",357,36
2016-07-18,"ConfickerAB","Healthcare/Wellness",352,103
2016-07-18,"ConfickerAB","Manufacturing",1451,82
2016-07-18,"ConfickerAB","Retail",1012,37
2016-07-18,"Necurs","Education",66,29
2016-07-18,"Necurs","Finance",31,23
2016-07-18,"Necurs","Government/Politics",219,14
2016-07-18,"Necurs","Healthcare/Wellness",10,9
2016-07-18,"Necurs","Manufacturing",227,25
2016-07-18,"Necurs","Retail",78,8
2016-07-18,"Olmasco","Education",7,1
2016-07-18,"Olmasco","Manufacturing",7,2
2016-07-18,"Olmasco","Retail",8,2
2016-07-18,"PushDo","Finance",31,1
2016-07-18,"PushDo","Government/Politics",3,2
2016-07-18,"PushDo","Manufacturing",399,10
2016-07-18,"PushDo","Retail",162,2
2016-07-18,"Ramnit","Education",110,56
2016-07-18,"Ramnit","Finance",24,13
2016-07-18,"Ramnit","Government/Politics",47,2
2016-07-18,"Ramnit","Healthcare/Wellness",7,6
2016-07-18,"Ramnit","Manufacturing",552,14
2016-07-18,"Ramnit","Retail",191,7
2016-07-18,"Sality","Education",79,34
2016-07-18,"Sality","Finance",97,19
2016-07-18,"Sality","Government/Politics",85,12
2016-07-18,"Sality","Healthcare/Wellness",6,5
2016-07-18,"Sality","Manufacturing",205,22
2016-07-18,"Sality","Retail",140,10
2016-07-18,"zeroaccess","Education",12,10
2016-07-18,"zeroaccess","Finance",6,3
2016-07-18,"zeroaccess","Government/Politics",6,2
2016-07-18,"zeroaccess","Healthcare/Wellness",8,3
2016-07-18,"zeroaccess","Manufacturing",36,7
2016-07-18,"zeroaccess","Retail",173,3
2016-07-18,"Zeus","Education",50,21
2016-07-18,"Zeus","Finance",19,13
2016-07-18,"Zeus","Government/Politics",9,8
2016-07-18,"Zeus","Healthcare/Wellness",10,6
2016-07-18,"Zeus","Manufacturing",37,12
2016-07-18,"Zeus","Retail",92,10
2016-07-18,"Zusy","Education",31,11
2016-07-18,"Zusy","Finance",31,4
2016-07-18,"Zusy","Government/Politics",1,1
2016-07-18,"Zusy","Healthcare/Wellness",4,2
2016-07-18,"Zusy","Manufacturing",33,4
2016-07-18,"Zusy","Retail",427,5
2016-07-19,"Bedep","Education",19,10
2016-07-19,"Bedep","Finance",194,5
2016-07-19,"Bedep","Government/Politics",16,10
2016-07-19,"Bedep","Healthcare/Wellness",4,2
2016-07-19,"Bedep","Manufacturing",20,7
2016-07-19,"Bedep","Retail",100,2
2016-07-19,"ConfickerAB","Education",500,84
2016-07-19,"ConfickerAB","Finance",256,52
2016-07-19,"ConfickerAB","Government/Politics",332,34
2016-07-19,"ConfickerAB","Healthcare/Wellness",337,102
2016-07-19,"ConfickerAB","Manufacturing",1424,74
2016-07-19,"ConfickerAB","Retail",970,38
2016-07-19,"Necurs","Education",90,37
2016-07-19,"Necurs","Finance",46,25
2016-07-19,"Necurs","Government/Politics",269,14
2016-07-19,"Necurs","Healthcare/Wellness",17,12
2016-07-19,"Necurs","Manufacturing",308,27
2016-07-19,"Necurs","Retail",109,8
2016-07-19,"Olmasco","Education",3,1
2016-07-19,"Olmasco","Healthcare/Wellness",2,1
2016-07-19,"Olmasco","Manufacturing",28,2
2016-07-19,"Olmasco","Retail",4,2
2016-07-19,"PushDo","Finance",55,1
2016-07-19,"PushDo","Government/Politics",7,2
2016-07-19,"PushDo","Manufacturing",439,9
2016-07-19,"PushDo","Retail",152,2
2016-07-19,"Ramnit","Education",118,54
2016-07-19,"Ramnit","Finance",26,17
2016-07-19,"Ramnit","Government/Politics",51,3
2016-07-19,"Ramnit","Healthcare/Wellness",5,5
2016-07-19,"Ramnit","Manufacturing",649,15
2016-07-19,"Ramnit","Retail",216,8
2016-07-19,"Sality","Education",88,31
2016-07-19,"Sality","Finance",87,19
2016-07-19,"Sality","Government/Politics",96,12
2016-07-19,"Sality","Healthcare/Wellness",12,11
2016-07-19,"Sality","Manufacturing",229,21
2016-07-19,"Sality","Retail",162,8
2016-07-19,"zeroaccess","Education",24,18
2016-07-19,"zeroaccess","Finance",5,3
2016-07-19,"zeroaccess","Government/Politics",10,4
2016-07-19,"zeroaccess","Healthcare/Wellness",13,9
2016-07-19,"zeroaccess","Manufacturing",29,6
2016-07-19,"zeroaccess","Retail",198,4
2016-07-19,"Zeus","Education",60,27
2016-07-19,"Zeus","Finance",10,7
2016-07-19,"Zeus","Government/Politics",10,7
2016-07-19,"Zeus","Healthcare/Wellness",14,9
2016-07-19,"Zeus","Manufacturing",39,10
2016-07-19,"Zeus","Retail",88,10
2016-07-19,"Zusy","Education",34,14
2016-07-19,"Zusy","Finance",32,7
2016-07-19,"Zusy","Government/Politics",1,1
2016-07-19,"Zusy","Healthcare/Wellness",5,2
2016-07-19,"Zusy","Manufacturing",30,4
2016-07-19,"Zusy","Retail",420,5
2016-07-20,"Bedep","Education",24,12
2016-07-20,"Bedep","Finance",190,4
2016-07-20,"Bedep","Government/Politics",12,5
2016-07-20,"Bedep","Manufacturing",26,7
2016-07-20,"Bedep","Retail",108,2
2016-07-20,"ConfickerAB","Education",486,84
2016-07-20,"ConfickerAB","Finance",249,51
2016-07-20,"ConfickerAB","Government/Politics",331,34
2016-07-20,"ConfickerAB","Healthcare/Wellness",338,103
2016-07-20,"ConfickerAB","Manufacturing",1385,78
2016-07-20,"ConfickerAB","Retail",915,37
2016-07-20,"Necurs","Education",44,21
2016-07-20,"Necurs","Finance",30,21
2016-07-20,"Necurs","Government/Politics",106,13
2016-07-20,"Necurs","Healthcare/Wellness",8,6
2016-07-20,"Necurs","Manufacturing",183,16
2016-07-20,"Necurs","Retail",85,6
2016-07-20,"Olmasco","Education",4,3
2016-07-20,"Olmasco","Government/Politics",1,1
2016-07-20,"Olmasco","Healthcare/Wellness",2,1
2016-07-20,"Olmasco","Manufacturing",7,3
2016-07-20,"Olmasco","Retail",2,2
2016-07-20,"PushDo","Education",2,1
2016-07-20,"PushDo","Finance",15,1
2016-07-20,"PushDo","Government/Politics",6,2
2016-07-20,"PushDo","Manufacturing",234,9
2016-07-20,"PushDo","Retail",192,2
2016-07-20,"Ramnit","Education",103,52
2016-07-20,"Ramnit","Finance",21,14
2016-07-20,"Ramnit","Government/Politics",39,2
2016-07-20,"Ramnit","Healthcare/Wellness",6,6
2016-07-20,"Ramnit","Manufacturing",679,17
2016-07-20,"Ramnit","Retail",223,6
2016-07-20,"Sality","Education",72,30
2016-07-20,"Sality","Finance",93,17
2016-07-20,"Sality","Government/Politics",74,7
2016-07-20,"Sality","Healthcare/Wellness",6,5
2016-07-20,"Sality","Manufacturing",244,20
2016-07-20,"Sality","Retail",137,9
2016-07-20,"zeroaccess","Education",29,18
2016-07-20,"zeroaccess","Finance",10,4
2016-07-20,"zeroaccess","Government/Politics",17,8
2016-07-20,"zeroaccess","Healthcare/Wellness",13,7
2016-07-20,"zeroaccess","Manufacturing",38,8
2016-07-20,"zeroaccess","Retail",221,6
2016-07-20,"Zeus","Education",60,26
2016-07-20,"Zeus","Finance",13,11
2016-07-20,"Zeus","Government/Politics",10,8
2016-07-20,"Zeus","Healthcare/Wellness",9,6
2016-07-20,"Zeus","Manufacturing",40,12
2016-07-20,"Zeus","Retail",87,10
2016-07-20,"Zusy","Education",32,16
2016-07-20,"Zusy","Finance",29,6
2016-07-20,"Zusy","Government/Politics",2,1
2016-07-20,"Zusy","Healthcare/Wellness",7,2
2016-07-20,"Zusy","Manufacturing",39,5
2016-07-20,"Zusy","Retail",465,5
2016-07-21,"Bedep","Education",34,14
2016-07-21,"Bedep","Finance",127,6
2016-07-21,"Bedep","Government/Politics",17,8
2016-07-21,"Bedep","Healthcare/Wellness",8,3
2016-07-21,"Bedep","Manufacturing",32,8
2016-07-21,"Bedep","Retail",138,2
2016-07-21,"ConfickerAB","Education",491,85
2016-07-21,"ConfickerAB","Finance",244,50
2016-07-21,"ConfickerAB","Government/Politics",339,36
2016-07-21,"ConfickerAB","Healthcare/Wellness",327,98
2016-07-21,"ConfickerAB","Manufacturing",1373,73
2016-07-21,"ConfickerAB","Retail",933,40
2016-07-21,"Necurs","Education",51,25
2016-07-21,"Necurs","Finance",32,24
2016-07-21,"Necurs","Government/Politics",143,11
2016-07-21,"Necurs","Healthcare/Wellness",8,8
2016-07-21,"Necurs","Manufacturing",195,22
2016-07-21,"Necurs","Retail",115,9
2016-07-21,"Olmasco","Education",4,3
2016-07-21,"Olmasco","Government/Politics",1,1
2016-07-21,"Olmasco","Healthcare/Wellness",2,1
2016-07-21,"Olmasco","Manufacturing",4,2
2016-07-21,"PushDo","Finance",26,1
2016-07-21,"PushDo","Government/Politics",11,2
2016-07-21,"PushDo","Manufacturing",153,8
2016-07-21,"PushDo","Retail",190,2
2016-07-21,"Ramnit","Education",114,52
2016-07-21,"Ramnit","Finance",27,15
2016-07-21,"Ramnit","Government/Politics",51,4
2016-07-21,"Ramnit","Healthcare/Wellness",9,7
2016-07-21,"Ramnit","Manufacturing",621,15
2016-07-21,"Ramnit","Retail",179,6
2016-07-21,"Sality","Education",67,29
2016-07-21,"Sality","Finance",97,17
2016-07-21,"Sality","Government/Politics",97,12
2016-07-21,"Sality","Healthcare/Wellness",7,6
2016-07-21,"Sality","Manufacturing",233,20
2016-07-21,"Sality","Retail",148,8
2016-07-21,"zeroaccess","Education",22,12
2016-07-21,"zeroaccess","Finance",7,3
2016-07-21,"zeroaccess","Government/Politics",15,7
2016-07-21,"zeroaccess","Healthcare/Wellness",10,4
2016-07-21,"zeroaccess","Manufacturing",21,6
2016-07-21,"zeroaccess","Retail",186,4
2016-07-21,"Zeus","Education",52,29
2016-07-21,"Zeus","Finance",16,10
2016-07-21,"Zeus","Government/Politics",7,7
2016-07-21,"Zeus","Healthcare/Wellness",8,5
2016-07-21,"Zeus","Manufacturing",45,13
2016-07-21,"Zeus","Retail",59,9
2016-07-21,"Zusy","Education",23,12
2016-07-21,"Zusy","Finance",51,7
2016-07-21,"Zusy","Healthcare/Wellness",5,2
2016-07-21,"Zusy","Manufacturing",32,4
2016-07-21,"Zusy","Retail",430,5
2016-07-22,"Bedep","Education",25,13
2016-07-22,"Bedep","Finance",177,6
2016-07-22,"Bedep","Government/Politics",14,7
2016-07-22,"Bedep","Healthcare/Wellness",4,3
2016-07-22,"Bedep","Manufacturing",24,8
2016-07-22,"Bedep","Retail",132,2
2016-07-22,"ConfickerAB","Education",510,88
2016-07-22,"ConfickerAB","Finance",225,47
2016-07-22,"ConfickerAB","Government/Politics",342,37
2016-07-22,"ConfickerAB","Healthcare/Wellness",327,99
2016-07-22,"ConfickerAB","Manufacturing",1319,71
2016-07-22,"ConfickerAB","Retail",881,37
2016-07-22,"Necurs","Education",58,30
2016-07-22,"Necurs","Finance",36,25
2016-07-22,"Necurs","Government/Politics",133,11
2016-07-22,"Necurs","Healthcare/Wellness",18,10
2016-07-22,"Necurs","Manufacturing",196,22
2016-07-22,"Necurs","Retail",106,8
2016-07-22,"Olmasco","Education",8,3
2016-07-22,"Olmasco","Government/Politics",5,2
2016-07-22,"Olmasco","Healthcare/Wellness",1,1
2016-07-22,"Olmasco","Manufacturing",4,1
2016-07-22,"Olmasco","Retail",2,2
2016-07-22,"PushDo","Finance",35,2
2016-07-22,"PushDo","Government/Politics",3,2
2016-07-22,"PushDo","Manufacturing",235,10
2016-07-22,"PushDo","Retail",202,2
2016-07-22,"Ramnit","Education",97,54
2016-07-22,"Ramnit","Finance",28,15
2016-07-22,"Ramnit","Government/Politics",35,2
2016-07-22,"Ramnit","Healthcare/Wellness",5,5
2016-07-22,"Ramnit","Manufacturing",570,14
2016-07-22,"Ramnit","Retail",197,6
2016-07-22,"Sality","Education",61,25
2016-07-22,"Sality","Finance",91,17
2016-07-22,"Sality","Government/Politics",79,10
2016-07-22,"Sality","Healthcare/Wellness",4,4
2016-07-22,"Sality","Manufacturing",241,21
2016-07-22,"Sality","Retail",127,8
2016-07-22,"zeroaccess","Education",19,13
2016-07-22,"zeroaccess","Finance",7,3
2016-07-22,"zeroaccess","Government/Politics",9,5
2016-07-22,"zeroaccess","Healthcare/Wellness",6,5
2016-07-22,"zeroaccess","Manufacturing",17,5
2016-07-22,"zeroaccess","Retail",197,4
2016-07-22,"Zeus","Education",49,28
2016-07-22,"Zeus","Finance",12,9
2016-07-22,"Zeus","Government/Politics",9,6
2016-07-22,"Zeus","Healthcare/Wellness",9,6
2016-07-22,"Zeus","Manufacturing",48,14
2016-07-22,"Zeus","Retail",71,9
2016-07-22,"Zusy","Education",31,13
2016-07-22,"Zusy","Finance",47,6
2016-07-22,"Zusy","Healthcare/Wellness",3,2
2016-07-22,"Zusy","Manufacturing",32,5
2016-07-22,"Zusy","Retail",461,5
2016-07-23,"Bedep","Education",12,5
2016-07-23,"Bedep","Finance",101,5
2016-07-23,"Bedep","Government/Politics",6,4
2016-07-23,"Bedep","Healthcare/Wellness",5,4
2016-07-23,"Bedep","Manufacturing",19,6
2016-07-23,"Bedep","Retail",160,2
2016-07-23,"ConfickerAB","Education",381,75
2016-07-23,"ConfickerAB","Finance",215,44
2016-07-23,"ConfickerAB","Government/Politics",241,31
2016-07-23,"ConfickerAB","Healthcare/Wellness",278,88
2016-07-23,"ConfickerAB","Manufacturing",1124,63
2016-07-23,"ConfickerAB","Retail",817,33
2016-07-23,"Necurs","Education",18,11
2016-07-23,"Necurs","Finance",19,13
2016-07-23,"Necurs","Government/Politics",25,7
2016-07-23,"Necurs","Healthcare/Wellness",6,6
2016-07-23,"Necurs","Manufacturing",98,13
2016-07-23,"Necurs","Retail",36,7
2016-07-23,"Olmasco","Healthcare/Wellness",2,1
2016-07-23,"Olmasco","Manufacturing",4,1
2016-07-23,"Olmasco","Retail",4,2
2016-07-23,"PushDo","Education",3,3
2016-07-23,"PushDo","Finance",35,1
2016-07-23,"PushDo","Government/Politics",1,1
2016-07-23,"PushDo","Manufacturing",189,6
2016-07-23,"PushDo","Retail",278,2
2016-07-23,"Ramnit","Education",71,43
2016-07-23,"Ramnit","Finance",23,13
2016-07-23,"Ramnit","Government/Politics",29,2
2016-07-23,"Ramnit","Healthcare/Wellness",5,5
2016-07-23,"Ramnit","Manufacturing",724,9
2016-07-23,"Ramnit","Retail",146,5
2016-07-23,"Sality","Education",61,20
2016-07-23,"Sality","Finance",60,10
2016-07-23,"Sality","Government/Politics",65,8
2016-07-23,"Sality","Healthcare/Wellness",10,7
2016-07-23,"Sality","Manufacturing",202,21
2016-07-23,"Sality","Retail",130,8
2016-07-23,"zeroaccess","Education",9,6
2016-07-23,"zeroaccess","Finance",8,4
2016-07-23,"zeroaccess","Government/Politics",8,5
2016-07-23,"zeroaccess","Healthcare/Wellness",4,2
2016-07-23,"zeroaccess","Manufacturing",27,5
2016-07-23,"zeroaccess","Retail",169,3
2016-07-23,"Zeus","Education",48,23
2016-07-23,"Zeus","Finance",11,10
2016-07-23,"Zeus","Government/Politics",4,3
2016-07-23,"Zeus","Healthcare/Wellness",4,4
2016-07-23,"Zeus","Manufacturing",39,13
2016-07-23,"Zeus","Retail",74,6
2016-07-23,"Zusy","Education",27,11
2016-07-23,"Zusy","Finance",30,4
2016-07-23,"Zusy","Healthcare/Wellness",4,2
2016-07-23,"Zusy","Manufacturing",21,1
2016-07-23,"Zusy","Retail",400,4
2016-07-24,"Bedep","Education",11,4
2016-07-24,"Bedep","Finance",7,3
2016-07-24,"Bedep","Government/Politics",1,1
2016-07-24,"Bedep","Healthcare/Wellness",2,2
2016-07-24,"Bedep","Manufacturing",24,7
2016-07-24,"Bedep","Retail",136,2
2016-07-24,"ConfickerAB","Education",383,77
2016-07-24,"ConfickerAB","Finance",215,43
2016-07-24,"ConfickerAB","Government/Politics",204,28
2016-07-24,"ConfickerAB","Healthcare/Wellness",268,85
2016-07-24,"ConfickerAB","Manufacturing",1037,56
2016-07-24,"ConfickerAB","Retail",810,34
2016-07-24,"Necurs","Education",8,7
2016-07-24,"Necurs","Finance",4,3
2016-07-24,"Necurs","Government/Politics",8,4
2016-07-24,"Necurs","Healthcare/Wellness",2,2
2016-07-24,"Necurs","Manufacturing",34,8
2016-07-24,"Necurs","Retail",18,4
2016-07-24,"Olmasco","Healthcare/Wellness",1,1
2016-07-24,"Olmasco","Manufacturing",4,1
2016-07-24,"Olmasco","Retail",10,2
2016-07-24,"PushDo","Finance",80,1
2016-07-24,"PushDo","Manufacturing",200,2
2016-07-24,"PushDo","Retail",156,2
2016-07-24,"Ramnit","Education",64,39
2016-07-24,"Ramnit","Finance",19,10
2016-07-24,"Ramnit","Government/Politics",14,2
2016-07-24,"Ramnit","Healthcare/Wellness",3,2
2016-07-24,"Ramnit","Manufacturing",742,9
2016-07-24,"Ramnit","Retail",173,4
2016-07-24,"Sality","Education",69,25
2016-07-24,"Sality","Finance",34,10
2016-07-24,"Sality","Government/Politics",34,7
2016-07-24,"Sality","Healthcare/Wellness",6,4
2016-07-24,"Sality","Manufacturing",150,18
2016-07-24,"Sality","Retail",98,7
2016-07-24,"zeroaccess","Education",5,5
2016-07-24,"zeroaccess","Finance",7,3
2016-07-24,"zeroaccess","Government/Politics",11,6
2016-07-24,"zeroaccess","Healthcare/Wellness",4,2
2016-07-24,"zeroaccess","Manufacturing",23,5
2016-07-24,"zeroaccess","Retail",182,6
2016-07-24,"Zeus","Education",29,15
2016-07-24,"Zeus","Finance",7,6
2016-07-24,"Zeus","Government/Politics",2,2
2016-07-24,"Zeus","Healthcare/Wellness",4,4
2016-07-24,"Zeus","Manufacturing",38,10
2016-07-24,"Zeus","Retail",62,4
2016-07-24,"Zusy","Education",26,11
2016-07-24,"Zusy","Finance",14,5
2016-07-24,"Zusy","Healthcare/Wellness",3,2
2016-07-24,"Zusy","Manufacturing",10,1
2016-07-24,"Zusy","Retail",428,4
2016-07-25,"Bedep","Education",10,6
2016-07-25,"Bedep","Finance",41,8
2016-07-25,"Bedep","Government/Politics",14,8
2016-07-25,"Bedep","Healthcare/Wellness",6,3
2016-07-25,"Bedep","Manufacturing",22,7
2016-07-25,"Bedep","Retail",182,2
2016-07-25,"ConfickerAB","Education",518,90
2016-07-25,"ConfickerAB","Finance",256,51
2016-07-25,"ConfickerAB","Government/Politics",301,31
2016-07-25,"ConfickerAB","Healthcare/Wellness",304,96
2016-07-25,"ConfickerAB","Manufacturing",1428,72
2016-07-25,"ConfickerAB","Retail",1026,38
2016-07-25,"Necurs","Education",53,23
2016-07-25,"Necurs","Finance",38,19
2016-07-25,"Necurs","Government/Politics",118,10
2016-07-25,"Necurs","Healthcare/Wellness",10,9
2016-07-25,"Necurs","Manufacturing",155,19
2016-07-25,"Necurs","Retail",68,8
2016-07-25,"Olmasco","Education",5,2
2016-07-25,"Olmasco","Healthcare/Wellness",2,1
2016-07-25,"Olmasco","Manufacturing",8,2
2016-07-25,"Olmasco","Retail",18,2
2016-07-25,"PushDo","Finance",86,1
2016-07-25,"PushDo","Government/Politics",4,2
2016-07-25,"PushDo","Manufacturing",302,8
2016-07-25,"PushDo","Retail",144,2
2016-07-25,"Ramnit","Education",107,56
2016-07-25,"Ramnit","Finance",29,15
2016-07-25,"Ramnit","Government/Politics",47,2
2016-07-25,"Ramnit","Healthcare/Wellness",8,7
2016-07-25,"Ramnit","Manufacturing",676,12
2016-07-25,"Ramnit","Retail",210,7
2016-07-25,"Sality","Education",99,29
2016-07-25,"Sality","Finance",117,22
2016-07-25,"Sality","Government/Politics",80,9
2016-07-25,"Sality","Healthcare/Wellness",11,6
2016-07-25,"Sality","Manufacturing",239,22
2016-07-25,"Sality","Retail",104,7
2016-07-25,"zeroaccess","Education",15,9
2016-07-25,"zeroaccess","Finance",11,4
2016-07-25,"zeroaccess","Government/Politics",15,7
2016-07-25,"zeroaccess","Healthcare/Wellness",9,3
2016-07-25,"zeroaccess","Manufacturing",27,7
2016-07-25,"zeroaccess","Retail",276,5
2016-07-25,"Zeus","Education",59,31
2016-07-25,"Zeus","Finance",13,11
2016-07-25,"Zeus","Government/Politics",5,4
2016-07-25,"Zeus","Healthcare/Wellness",10,7
2016-07-25,"Zeus","Manufacturing",44,11
2016-07-25,"Zeus","Retail",78,9
2016-07-25,"Zusy","Education",31,15
